snapshot_date,package,app_name,max_installs,installs_bucket,score,ratings,version,chart_rank,chart,in_chart,in_watchlist,cluster,scraped_at,run_id
2026-08-13,com.sec.android.app.shealth,Samsung Health,2266938488,"1,000,000,000+",4.063656,1574960,VARY,60,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:11.710Z,2026-08-13_1786593238
2026-08-13,com.google.android.apps.healthdata,Health Connect,923101208,"500,000,000+",3.7820637,87798,2026.07.09.00.release,25,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:29.941Z,2026-08-13_1786593238
2026-08-13,com.google.android.apps.fitness,Google Fit: Activity Tracking,362269221,"100,000,000+",4.0688334,683654,VARY,5,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:05.342Z,2026-08-13_1786593238
2026-08-13,homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,299373048,"100,000,000+",4.855249,3993750,1.7.6,24,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:28.753Z,2026-08-13_1786593238
2026-08-13,com.fitbit.FitbitMobile,Google Health (Fitbit),283214017,"100,000,000+",4.166014,1302556,VARY,74,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:28.487Z,2026-08-13_1786593238
2026-08-13,sixpack.sixpackabs.absworkout,Six Pack in 30 Days,211156500,"100,000,000+",4.854954,2833024,1.4.6,57,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:08.169Z,2026-08-13_1786593238
2026-08-13,org.iggymedia.periodtracker,Flo Period & Pregnancy Tracker,203028086,"100,000,000+",4.756224,5036623,10.3.0,38,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:45.582Z,2026-08-13_1786593238
2026-08-13,nic.goi.aarogyasetu,AarogyaSetu 2.0,189122711,"100,000,000+",3.9576218,1657472,3.1.5-Ghent Kangri karakoram,15,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:18.272Z,2026-08-13_1786593238
2026-08-13,in.sweatco.app,Sweatcoin・Walking Step Counter,158936510,"100,000,000+",4.420308,3018662,253.0.0,6,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:06.967Z,2026-08-13_1786593238
2026-08-13,loseweightapp.loseweightappforwomen.womenworkoutathome,Lose Weight App for Women,132526308,"100,000,000+",4.827718,1220918,2.4.0,35,HEALTH_AND_FITNESS,true,true,utility,2026-08-13T03:54:41.996Z,2026-08-13_1786593238
2026-08-13,menloseweight.loseweightappformen.weightlossformen,Lose Weight App for Men,130959363,"100,000,000+",4.8880734,2733394,2.4.36,22,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:26.416Z,2026-08-13_1786593238
2026-08-13,com.strava,"Strava: Run, Bike, Walk",130472745,"100,000,000+",4.65131,1163856,VARY,11,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:12.869Z,2026-08-13_1786593238
2026-08-13,increaseheightworkout.heightincreaseexercise.tallerexercise,Height Increase Workout,98955816,"50,000,000+",4.8304224,766402,1.1.17,29,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:34.849Z,2026-08-13_1786593238
2026-08-13,bloodpressure.bloodpressureapp.bloodpressuretracker,Blood Pressure Tracker,96349097,"50,000,000+",4.696777,393202,1.9.6,88,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:44.818Z,2026-08-13_1786593238
2026-08-13,com.tayu.tau.pedometer,Pedometer - Step Counter,88233367,"50,000,000+",4.7895026,1039831,5.61,68,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:21.424Z,2026-08-13_1786593238
2026-08-13,com.xiaomi.wearable,Mi Fitness (Xiaomi Wear),79793461,"50,000,000+",4.442491,1595200,3.57.0i,75,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:29.685Z,2026-08-13_1786593238
2026-08-13,stepcounter.pedometer.stepstracker,Step Counter - Pedometer,70571765,"50,000,000+",4.8308024,788209,1.5.7,10,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:11.709Z,2026-08-13_1786593238
2026-08-13,pedometer.stepcounter.calorieburner.pedometerforwalking,Pedometer - Step Counter,64322032,"50,000,000+",4.822623,947125,2.5.2,53,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:03.466Z,2026-08-13_1786593238
2026-08-13,com.yazio.android,Yazio: AI Calorie Tracker,57200747,"50,000,000+",4.4451146,846083,26.32.0,,,false,true,ai-tracker,2026-08-13T03:56:20.011Z,2026-08-13_1786593238
2026-08-13,bodyfast.zero.fastingtracker.weightloss,Fasting - Intermittent Fasting,56557776,"50,000,000+",4.8355556,975042,2.5.4,,,false,true,ai-tracker,2026-08-13T03:56:14.424Z,2026-08-13_1786593238
2026-08-13,com.noisefit,NoiseFit: Health & Fitness,55566425,"50,000,000+",4.403078,2474216,5.3.0,3,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:03.006Z,2026-08-13_1786593238
2026-08-13,weightloss.weightlossforwomen.workoutforwomen.womenworkout,Weight Loss for Women: Workout,47806895,"10,000,000+",4.7590075,456003,1.9.9,8,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:54:09.338Z,2026-08-13_1786593238
2026-08-13,com.gen.workoutme,BetterMe: Health Coaching,45526664,"10,000,000+",4.47191,656626,11.29.0,,,false,true,ai-coach,2026-08-13T03:56:01.442Z,2026-08-13_1786593238
2026-08-13,com.healthifyme.basic,Healthify: AI Diet & Fitness,42585434,"10,000,000+",4.4322424,568605,v31.0,67,HEALTH_AND_FITNESS,true,true,ai-coach,2026-08-13T03:55:20.258Z,2026-08-13_1786593238
2026-08-13,com.heallo.skinexpert,Cure: Skin & Hair Experts,33328061,"10,000,000+",4.526162,102504,3.50.1,,,false,true,d2c-condition,2026-08-13T03:56:05.073Z,2026-08-13_1786593238
2026-08-13,com.fitifyworkouts.bodyweight.workoutapp,"Fitify: Fitness, Home Workout",31792353,"10,000,000+",4.764781,552359,1.130.0,70,HEALTH_AND_FITNESS,true,false,,2026-08-13T03:55:23.798Z,2026-08-13_1786593238
