snapshot_date,package,app_name,max_installs,installs_bucket,score,ratings,version,chart_rank,chart,in_chart,in_watchlist,cluster,scraped_at,run_id
2026-08-11,com.sec.android.app.shealth,Samsung Health,2266637152,"1,000,000,000+",4.0658097,1574642,VARY,43,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:23:25.872Z,2026-08-11_1786418552
2026-08-11,com.google.android.apps.healthdata,Health Connect,922655752,"500,000,000+",3.786197,87638,2026.07.09.00.release,19,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:22:56.899Z,2026-08-11_1786418552
2026-08-11,com.google.android.apps.fitness,Google Fit: Activity Tracking,362133367,"100,000,000+",4.0674133,683605,VARY,6,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:22:41.309Z,2026-08-11_1786418552
2026-08-11,homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,299331894,"100,000,000+",4.855112,3992129,1.7.6,20,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:22:58.115Z,2026-08-11_1786418552
2026-08-11,com.fitbit.FitbitMobile,Google Health (Fitbit),282861082,"100,000,000+",4.170889,1302263,VARY,56,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:23:41.436Z,2026-08-11_1786418552
2026-08-11,com.popularapp.periodcalendar,Period Calendar Period Tracker,223690136,"100,000,000+",4.8565187,4880612,VARY,89,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:24:20.955Z,2026-08-11_1786418552
2026-08-11,sixpack.sixpackabs.absworkout,Six Pack in 30 Days,211134419,"100,000,000+",4.85482,2831897,1.4.6,41,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:23:23.463Z,2026-08-11_1786418552
2026-08-11,org.iggymedia.periodtracker,Flo Period & Pregnancy Tracker,202962185,"100,000,000+",4.7566857,5033133,10.3.0,34,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:23:15.071Z,2026-08-11_1786418552
2026-08-11,nic.goi.aarogyasetu,AarogyaSetu 2.0,189114905,"100,000,000+",3.9576387,1657488,3.1.5-Ghent Kangri karakoram,12,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:22:48.638Z,2026-08-11_1786418552
2026-08-11,in.sweatco.app,Sweatcoin・Walking Step Counter,158871152,"100,000,000+",4.4201255,3012353,253.0.0,4,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:22:38.925Z,2026-08-11_1786418552
2026-08-11,com.myfitnesspal.android,MyFitnessPal: Calorie Counter,135771829,"100,000,000+",4.5296855,2908800,VARY,85,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:24:16.163Z,2026-08-11_1786418552
2026-08-11,loseweightapp.loseweightappforwomen.womenworkoutathome,Lose Weight App for Women,132491596,"100,000,000+",4.827977,1220389,2.4.0,31,HEALTH_AND_FITNESS,true,true,utility,2026-08-11T03:23:11.411Z,2026-08-11_1786418552
2026-08-11,menloseweight.loseweightappformen.weightlossformen,Lose Weight App for Men,130909574,"100,000,000+",4.888058,2731621,2.4.36,17,HEALTH_AND_FITNESS,true,false,,2026-08-11T03:22:54.541Z,2026-08-11_1786418552
