snapshot_date,rank,rank_change,package,app_name,rating,lifetime_installs_rounded,recent_30d_installs_rounded,scraped_at,run_id
2026-08-11,1,0,care.disha,Disha: AI Health Coach,,5600000,1100000,2026-08-11T03:22:34.902Z,2026-08-11_1786418552
2026-08-11,2,0,com.traya.prod,Traya: Hair Loss Solutions,4.6,15000000,890000,2026-08-11T03:22:34.903Z,2026-08-11_1786418552
2026-08-11,3,1,com.noisefit,NoiseFit: Health & Fitness,4.5,56000000,760000,2026-08-11T03:22:34.904Z,2026-08-11_1786418552
2026-08-11,4,-1,in.sweatco.app,Sweatcoin・Walking Step Counter,4.4,160000000,2000000,2026-08-11T03:22:34.905Z,2026-08-11_1786418552
2026-08-11,5,0,com.bp.blood.sugar.bloodtracker.app,Blood Sugar Care - BP Monitor,3.5,1600000,850000,2026-08-11T03:22:34.905Z,2026-08-11_1786418552
2026-08-11,6,0,com.google.android.apps.fitness,Google Fit: Activity Tracking,3.4,360000000,4100000,2026-08-11T03:22:34.906Z,2026-08-11_1786418552
2026-08-11,7,0,com.coveiot.android.boat,boAt Crest,4.1,18000000,420000,2026-08-11T03:22:34.906Z,2026-08-11_1786418552
2026-08-11,8,0,com.wz.bloodpressure.heartmonitor.bloodsugar,Blood Pressure Log & Tracker,,480000,340000,2026-08-11T03:22:34.906Z,2026-08-11_1786418552
2026-08-11,9,0,weightloss.weightlossforwomen.workoutforwomen.womenworkout,Weight Loss for Women: Workout,4.8,48000000,1500000,2026-08-11T03:22:34.907Z,2026-08-11_1786418552
2026-08-11,10,2,com.strava,"Strava: Run, Bike, Walk",4.6,130000000,3200000,2026-08-11T03:22:34.907Z,2026-08-11_1786418552
2026-08-11,11,0,com.titan.fastrack.reflex,Fastrack Smart World,3.8,15000000,390000,2026-08-11T03:22:34.908Z,2026-08-11_1786418552
2026-08-11,12,-2,stepcounter.pedometer.stepstracker,Step Counter - Pedometer,4.8,71000000,1600000,2026-08-11T03:22:34.908Z,2026-08-11_1786418552
2026-08-11,13,8,nic.goi.aarogyasetu,AarogyaSetu 2.0,3.3,190000000,110000,2026-08-11T03:22:34.908Z,2026-08-11_1786418552
2026-08-11,14,-1,com.blood.sugar.tracker.trend.monitor,Daily BP & Sugar Tracker,,630000,500000,2026-08-11T03:22:34.908Z,2026-08-11_1786418552
2026-08-11,15,1,com.seekhoai.android,Seekho Health: Weight Loss App,,1000000,380000,2026-08-11T03:22:34.909Z,2026-08-11_1786418552
2026-08-11,16,-2,health.app.blood.sugar.app,Blood Sugar Care App,3.3,1700000,120000,2026-08-11T03:22:34.915Z,2026-08-11_1786418552
2026-08-11,17,1,menloseweight.loseweightappformen.weightlossformen,Lose Weight App for Men,4.9,130000000,670000,2026-08-11T03:22:34.915Z,2026-08-11_1786418552
2026-08-11,18,1,icici.lombard.ghi,IL TakeCare Insurance App,3.6,19000000,330000,2026-08-11T03:22:34.916Z,2026-08-11_1786418552
2026-08-11,19,1,com.google.android.apps.healthdata,Health Connect,2.8,920000000,14000000,2026-08-11T03:22:34.916Z,2026-08-11_1786418552
2026-08-11,20,-3,homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,4.9,300000000,1800000,2026-08-11T03:22:34.916Z,2026-08-11_1786418552
2026-08-11,21,-6,com.mosaicwellness.ourlittlejoys,Little Joys: Kids' Health App,,1900000,160000,2026-08-11T03:22:34.917Z,2026-08-11_1786418552
2026-08-11,22,1,com.wegrow.we_grow,SuperLiving: Weight Loss Coach,,1900000,360000,2026-08-11T03:22:34.917Z,2026-08-11_1786418552
2026-08-11,23,-1,stepcounter.steptracker.pedometer.calorie,Pedometer App - Step Counter,4.7,9000000,850000,2026-08-11T03:22:34.917Z,2026-08-11_1786418552
2026-08-11,24,0,com.boAt.wristgear,boAt Wearables,3.2,16000000,260000,2026-08-11T03:22:34.917Z,2026-08-11_1786418552
2026-08-11,25,1,com.cardiolens.pulse.camera,CardioLens - Heart Rate,4.3,950000,350000,2026-08-11T03:22:34.917Z,2026-08-11_1786418552
2026-08-11,26,2,increaseheightworkout.heightincreaseexercise.tallerexercise,Height Increase Workout,4.9,99000000,760000,2026-08-11T03:22:34.917Z,2026-08-11_1786418552
2026-08-11,27,-2,com.health.care.sleep.sound.pulse.heartbeat,Health Care - Sound,4.5,1700000,440000,2026-08-11T03:22:34.918Z,2026-08-11_1786418552
2026-08-11,28,-1,com.religare.healthinsurance,Care Health - Customer App,3.8,9400000,210000,2026-08-11T03:22:34.918Z,2026-08-11_1786418552
2026-08-11,29,0,bloodsugar.bloodsugarapp.diabetes.diabetesapp,Blood Sugar - Diabetes App,4.5,24000000,780000,2026-08-11T03:22:34.918Z,2026-08-11_1786418552
2026-08-11,30,0,com.maxbupa.healthapp,Niva Bupa Health,4.6,14000000,210000,2026-08-11T03:22:34.918Z,2026-08-11_1786418552
2026-08-11,31,0,loseweightapp.loseweightappforwomen.womenworkoutathome,Lose Weight App for Women,4.9,130000000,550000,2026-08-11T03:22:34.918Z,2026-08-11_1786418552
2026-08-11,33,4,org.iggymedia.periodtracker,Flo Ovulation & Period Tracker,4.7,200000000,2100000,2026-08-11T03:22:34.919Z,2026-08-11_1786418552
2026-08-11,34,-1,com.mosaicwellness.manmatters,"Man Matters: Hair, Beard, Skin",4.6,6200000,160000,2026-08-11T03:22:34.919Z,2026-08-11_1786418552
